0.00000 1.00000 0.92893 1.00000
0.01801 0.88065 0.86366 0.82869
0.03603 0.75642 0.76417 0.69118
0.05404 0.65089 0.65670 0.58150
0.07205 0.55588 0.55964 0.49468
0.09007 0.46824 0.47075 0.42658
0.10808 0.38349 0.38997 0.37375
0.12609 0.31284 0.31869 0.33333
0.14411 0.25355 0.25756 0.30296
0.16212 0.20160 0.20525 0.28068
0.18013 0.15571 0.16164 0.26486
0.19815 0.12219 0.12771 0.25419
0.21616 0.09903 0.10426 0.24758
0.23417 0.08585 0.09101 0.24412
0.25218 0.08249 0.08739 0.24311
0.27020 0.08927 0.09185 0.24395
0.28821 0.10028 0.10247 0.24616
0.30622 0.11549 0.11774 0.24937
0.32424 0.13479 0.13742 0.25327
0.34225 0.15986 0.16099 0.25762
0.36026 0.18636 0.18778 0.26223
0.37828 0.21598 0.21676 0.26695
0.39629 0.24708 0.24685 0.27168
0.41430 0.27815 0.27620 0.27632
0.43232 0.30434 0.30371 0.28082
0.45033 0.33034 0.32853 0.28514
0.46834 0.35256 0.35033 0.28923
0.48636 0.37002 0.36873 0.29309
0.50437 0.38570 0.38356 0.29670
0.52238 0.39682 0.39493 0.30007
0.54040 0.40444 0.40262 0.30318
0.55841 0.40867 0.40690 0.30606
0.57642 0.40888 0.40858 0.30871
0.59444 0.40958 0.40812 0.31113
0.61245 0.40646 0.40616 0.31335
0.63046 0.40355 0.40264 0.31537
0.64848 0.39847 0.39788 0.31720
0.66649 0.39239 0.39185 0.31887
0.68450 0.38539 0.38476 0.32037
0.70252 0.37652 0.37724 0.32174
0.72053 0.37018 0.36954 0.32297
0.73854 0.36127 0.36241 0.32407
0.75655 0.35578 0.35577 0.32507
0.77457 0.34945 0.35009 0.32597
0.79258 0.34473 0.34524 0.32677
0.81059 0.34083 0.34142 0.32749
0.82861 0.33825 0.33854 0.32813
0.84662 0.33585 0.33670 0.32871
0.86463 0.33548 0.33581 0.32923
0.88265 0.33574 0.33557 0.32969
0.90066 0.33527 0.33568 0.33010
0.91867 0.33609 0.33580 0.33046
0.93669 0.33611 0.33579 0.33079
0.95470 0.33528 0.33555 0.33108
0.97271 0.33541 0.33515 0.33134
0.99073 0.33458 0.33476 0.33156
1.00874 0.33465 0.33401 0.33177
1.02675 0.33282 0.33296 0.33195
1.04477 0.33178 0.33143 0.33211
1.06278 0.32985 0.32950 0.33225
1.08079 0.32708 0.32729 0.33238
1.09881 0.32495 0.32502 0.33249
1.11682 0.32304 0.32283 0.33259
1.13483 0.32025 0.32083 0.33268
1.15285 0.31937 0.31883 0.33275
1.17086 0.31660 0.31713 0.33282
1.18887 0.31520 0.31583 0.33288
1.20689 0.31551 0.31501 0.33294
1.22490 0.31379 0.31488 0.33298
1.24291 0.31510 0.31541 0.33302
1.26092 0.31673 0.31658 0.33306
1.27894 0.31826 0.31767 0.33309
1.29695 0.31767 0.31901 0.33312
1.31496 0.32107 0.32071 0.33315
1.33298 0.32291 0.32288 0.33317
1.35099 0.32480 0.32506 0.33319
1.36900 0.32742 0.32725 0.33321
1.38702 0.32955 0.32942 0.33322
1.40503 0.33140 0.33147 0.33324
1.42304 0.33347 0.33350 0.33325
1.44106 0.33554 0.33553 0.33326
1.45907 0.33783 0.33727 0.33327
1.47708 0.33863 0.33866 0.33327
1.49510 0.33959 0.33988 0.33328
1.51311 0.34150 0.34091 0.33329
1.53112 0.34188 0.34155 0.33329
1.54914 0.34162 0.34174 0.33330
1.56715 0.34172 0.34179 0.33330
1.58516 0.34208 0.34176 0.33331
1.60318 0.34153 0.34153 0.33331
1.62119 0.34126 0.34094 0.33331
1.63920 0.34008 0.34021 0.33332
1.65722 0.33929 0.33947 0.33332
1.67523 0.33899 0.33875 0.33332
1.69324 0.33808 0.33791 0.33332
1.71126 0.33677 0.33694 0.33332
1.72927 0.33592 0.33601 0.33332
1.74728 0.33523 0.33523 0.33333
1.76529 0.33455 0.33446 0.33333
1.78331 0.33360 0.33370 0.33333
1.80132 0.33293 0.33300 0.33333
1.81933 0.33236 0.33246 0.33333
1.83735 0.33200 0.33211 0.33333
1.85536 0.33184 0.33191 0.33333
1.87337 0.33192 0.33173 0.33333
1.89139 0.33142 0.33158 0.33333
1.90940 0.33137 0.33151 0.33333
1.92741 0.33160 0.33161 0.33333
1.94543 0.33187 0.33173 0.33333
1.96344 0.33174 0.33181 0.33333
1.98145 0.33183 0.33191 0.33333
1.99947 0.33210 0.33205 0.33333
2.01748 0.33223 0.33222 0.33333
2.03549 0.33234 0.33238 0.33333
2.05351 0.33260 0.33253 0.33333
2.07152 0.33266 0.33268 0.33333
2.08953 0.33279 0.33282 0.33333
2.10755 0.33302 0.33293 0.33333
2.12556 0.33298 0.33301 0.33333
2.14357 0.33308 0.33304 0.33333
2.16159 0.33305 0.33306 0.33333
2.17960 0.33310 0.33307 0.33333
2.19761 0.33301 0.33309 0.33333
2.21563 0.33318 0.33309 0.33333
2.23364 0.33306 0.33309 0.33333
2.25165 0.33307 0.33306 0.33333
2.26966 0.33300 0.33307 0.33333
2.28768 0.33315 0.33311 0.33333
2.30569 0.33318 0.33315 0.33333
2.32370 0.33314 0.33316 0.33333
2.34172 0.33313 0.33318 0.33333
2.35973 0.33325 0.33322 0.33333
2.37774 0.33324 0.33328 0.33333
2.39576 0.33337 0.33332 0.33333
2.41377 0.33334 0.33336 0.33333
2.43178 0.33340 0.33339 0.33333
2.44980 0.33342 0.33344 0.33333
2.46781 0.33352 0.33349 0.33333
2.48582 0.33354 0.33354 0.33333
2.50384 0.33356 0.33356 0.33333
2.52185 0.33359 0.33359 0.33333
2.53986 0.33361 0.33360 0.33333
2.55788 0.33357 0.33361 0.33333
2.57589 0.33365 0.33361 0.33333
2.59390 0.33361 0.33360 0.33333
2.61192 0.33358 0.33357 0.33333
2.62993 0.33352 0.33354 0.33333
2.64794 0.33355 0.33351 0.33333
2.66596 0.33346 0.33349 0.33333
2.68397 0.33348 0.33345 0.33333
2.70198 0.33340 0.33342 0.33333
2.71999 0.33341 0.33339 0.33333
2.73801 0.33336 0.33337 0.33333
2.75602 0.33335 0.33334 0.33333
2.77403 0.33330 0.33332 0.33333
2.79205 0.33331 0.33330 0.33333
2.81006 0.33327 0.33328 0.33333
2.82807 0.33329 0.33327 0.33333
2.84609 0.33325 0.33327 0.33333
2.86410 0.33328 0.33326 0.33333
2.88211 0.33324 0.33327 0.33333
2.90013 0.33328 0.33327 0.33333
2.91814 0.33326 0.33328 0.33333
2.93615 0.33331 0.33328 0.33333
2.95417 0.33327 0.33329 0.33333
2.97218 0.33332 0.33330 0.33333
2.99019 0.33328 0.33330 0.33333
3.00821 0.33332 0.33330 0.33333
3.02622 0.33329 0.33331 0.33333
3.04423 0.33334 0.33332 0.33333
3.06225 0.33331 0.33332 0.33333
3.08026 0.33335 0.33333 0.33333
3.09827 0.33331 0.33333 0.33333
3.11629 0.33335 0.33333 0.33333
3.13430 0.33331 0.33333 0.33333
3.15231 0.33335 0.33333 0.33333
3.17033 0.33332 0.33334 0.33333
3.18834 0.33336 0.33334 0.33333
3.20635 0.33332 0.33334 0.33333
3.22436 0.33336 0.33334 0.33333
3.24238 0.33332 0.33334 0.33333
3.26039 0.33336 0.33334 0.33333
3.27840 0.33332 0.33334 0.33333
3.29642 0.33335 0.33333 0.33333
3.31443 0.33332 0.33334 0.33333
3.33244 0.33335 0.33333 0.33333
3.35046 0.33331 0.33334 0.33333
3.36847 0.33335 0.33333 0.33333
3.38648 0.33331 0.33334 0.33333
3.40450 0.33336 0.33333 0.33333
3.42251 0.33331 0.33334 0.33333
3.44052 0.33335 0.33333 0.33333
3.45854 0.33331 0.33334 0.33333
3.47655 0.33336 0.33333 0.33333
3.49456 0.33331 0.33334 0.33333
3.51258 0.33336 0.33333 0.33333
3.53059 0.33332 0.33334 0.33333
3.54860 0.33336 0.33333 0.33333
3.56662 0.33332 0.33334 0.33333
3.58463 0.33336 0.33333 0.33333
3.60264 0.33331 0.33334 0.33333
3.62066 0.33336 0.33333 0.33333
3.63867 0.33331 0.33334 0.33333
3.65668 0.33336 0.33333 0.33333
3.67470 0.33331 0.33334 0.33333
3.69271 0.33335 0.33333 0.33333
3.71072 0.33331 0.33334 0.33333
3.72873 0.33335 0.33333 0.33333
